FREQ       | RATIO      | MAX_S      | RESULT
118.4709   | 0.86452    | 0.99992    | ALIVE !!!
118.4809   | 0.86460    | 0.99982    | ALIVE !!!
118.4909   | 0.86467    | 0.99974    | ALIVE !!!
118.5009   | 0.86474    | 0.99984    | ALIVE !!!
118.5109   | 0.86482    | 0.99997    | ALIVE !!!
118.5209   | 0.86489    | 0.99994    | ALIVE !!!
118.5309   | 0.86496    | 0.99998    | ALIVE !!!
118.5409   | 0.86503    | 0.99993    | ALIVE !!!
118.5509   | 0.86511    | 0.99996    | ALIVE !!!
118.5609   | 0.86518    | 0.99995    | ALIVE !!!
118.5709   | 0.86525    | 0.99881    | ALIVE !!!
118.5809   | 0.86533    | 0.99974    | ALIVE !!!
118.5909   | 0.86540    | 0.99997    | ALIVE !!!
118.6009   | 0.86547    | 0.99989    | ALIVE !!!
118.6109   | 0.86555    | 0.99981    | ALIVE !!!
118.6209   | 0.86562    | 0.99982    | ALIVE !!!
118.6309   | 0.86569    | 0.99996    | ALIVE !!!
118.6409   | 0.86576    | 0.99995    | ALIVE !!!
118.6509   | 0.86584    | 0.99880    | ALIVE !!!
118.6609   | 0.86591    | 0.99985    | ALIVE !!!
118.6709   | 0.86598    | 0.99966    | ALIVE !!!
118.6809   | 0.86606    | 0.99985    | ALIVE !!!
118.6909   | 0.86613    | 0.99994    | ALIVE !!!
118.7009   | 0.86620    | 0.99988    | ALIVE !!!
118.7109   | 0.86628    | 0.99989    | ALIVE !!!
118.7209   | 0.86635    | 0.99987    | ALIVE !!!
118.7309   | 0.86642    | 0.99978    | ALIVE !!!
118.7409   | 0.86649    | 0.99985    | ALIVE !!!
118.7509   | 0.86657    | 0.99995    | ALIVE !!!
118.7609   | 0.86664    | 1.00000    | ALIVE !!!
118.7709   | 0.86671    | 0.99972    | ALIVE !!!
118.7809   | 0.86679    | 0.99994    | ALIVE !!!
118.7909   | 0.86686    | 0.99994    | ALIVE !!!
118.8009   | 0.86693    | 0.99997    | ALIVE !!!
118.8109   | 0.86701    | 0.99953    | ALIVE !!!
118.8209   | 0.86708    | 0.99998    | ALIVE !!!
118.8309   | 0.86715    | 0.99984    | ALIVE !!!
118.8409   | 0.86722    | 0.99918    | ALIVE !!!
118.8509   | 0.86730    | 0.99993    | ALIVE !!!
118.8609   | 0.86737    | 0.99999    | ALIVE !!!
118.8709   | 0.86744    | 0.99999    | ALIVE !!!
118.8809   | 0.86752    | 0.99999    | ALIVE !!!
118.8909   | 0.86759    | 0.99991    | ALIVE !!!
118.9009   | 0.86766    | 0.99999    | ALIVE !!!
118.9109   | 0.86774    | 0.99990    | ALIVE !!!
118.9209   | 0.86781    | 0.99938    | ALIVE !!!
118.9309   | 0.86788    | 0.99996    | ALIVE !!!
118.9409   | 0.86795    | 0.99833    | ALIVE !!!
118.9509   | 0.86803    | 0.99998    | ALIVE !!!
118.9609   | 0.86810    | 0.99985    | ALIVE !!!
118.9709   | 0.86817    | 0.99991    | ALIVE !!!
118.9809   | 0.86825    | 0.99987    | ALIVE !!!
118.9909   | 0.86832    | 0.99991    | ALIVE !!!
119.0010   | 0.86839    | 0.99997    | ALIVE !!!
119.0110   | 0.86846    | 0.99979    | ALIVE !!!
119.0210   | 0.86854    | 0.99984    | ALIVE !!!
119.0310   | 0.86861    | 0.99981    | ALIVE !!!
119.0410   | 0.86868    | 0.99996    | ALIVE !!!
119.0510   | 0.86876    | 1.00000    | ALIVE !!!
119.0610   | 0.86883    | 0.99991    | ALIVE !!!
119.0710   | 0.86890    | 0.99998    | ALIVE !!!
119.0810   | 0.86898    | 0.99865    | ALIVE !!!
119.0910   | 0.86905    | 0.99993    | ALIVE !!!
119.1010   | 0.86912    | 0.99983    | ALIVE !!!
119.1110   | 0.86919    | 0.99999    | ALIVE !!!
119.1210   | 0.86927    | 0.99998    | ALIVE !!!
119.1310   | 0.86934    | 0.99995    | ALIVE !!!
119.1410   | 0.86941    | 0.99980    | ALIVE !!!
119.1510   | 0.86949    | 1.00000    | ALIVE !!!
119.1610   | 0.86956    | 0.99997    | ALIVE !!!
119.1710   | 0.86963    | 0.99994    | ALIVE !!!
119.1810   | 0.86971    | 0.99991    | ALIVE !!!
119.1910   | 0.86978    | 0.99985    | ALIVE !!!
119.2010   | 0.86985    | 0.99997    | ALIVE !!!
119.2110   | 0.86992    | 0.99999    | ALIVE !!!
119.2210   | 0.87000    | 0.99823    | ALIVE !!!
119.2310   | 0.87007    | 0.99986    | ALIVE !!!
119.2410   | 0.87014    | 0.99989    | ALIVE !!!
119.2510   | 0.87022    | 0.99987    | ALIVE !!!
119.2610   | 0.87029    | 0.99987    | ALIVE !!!
119.2710   | 0.87036    | 1.00000    | ALIVE !!!
119.2810   | 0.87044    | 0.99988    | ALIVE !!!
119.2910   | 0.87051    | 0.99982    | ALIVE !!!
119.3010   | 0.87058    | 0.99997    | ALIVE !!!
119.3110   | 0.87065    | 0.99964    | ALIVE !!!
119.3210   | 0.87073    | 0.99991    | ALIVE !!!
119.3310   | 0.87080    | 0.99986    | ALIVE !!!
119.3410   | 0.87087    | 0.99985    | ALIVE !!!
119.3510   | 0.87095    | 0.99972    | ALIVE !!!
119.3610   | 0.87102    | 0.99992    | ALIVE !!!
119.3710   | 0.87109    | 0.99984    | ALIVE !!!
119.3810   | 0.87117    | 0.99996    | ALIVE !!!
119.3910   | 0.87124    | 0.99996    | ALIVE !!!
119.4010   | 0.87131    | 1.00000    | ALIVE !!!
119.4110   | 0.87138    | 0.99953    | ALIVE !!!
119.4210   | 0.87146    | 0.99987    | ALIVE !!!
119.4310   | 0.87153    | 0.99972    | ALIVE !!!
119.4410   | 0.87160    | 0.99995    | ALIVE !!!
119.4510   | 0.87168    | 0.99983    | ALIVE !!!
119.4610   | 0.87175    | 0.99999    | ALIVE !!!
119.4710   | 0.87182    | 0.99999    | ALIVE !!!
119.4810   | 0.87189    | 0.99989    | ALIVE !!!
119.4910   | 0.87197    | 0.99982    | ALIVE !!!
119.5010   | 0.87204    | 0.99970    | ALIVE !!!
119.5110   | 0.87211    | 0.99981    | ALIVE !!!
119.5210   | 0.87219    | 0.99984    | ALIVE !!!
119.5310   | 0.87226    | 0.99993    | ALIVE !!!
119.5410   | 0.87233    | 0.99706    | ALIVE !!!
119.5510   | 0.87241    | 0.99939    | ALIVE !!!
119.5610   | 0.87248    | 0.99999    | ALIVE !!!
119.5710   | 0.87255    | 0.99990    | ALIVE !!!
119.5810   | 0.87262    | 0.99994    | ALIVE !!!
119.5910   | 0.87270    | 0.99989    | ALIVE !!!
119.6010   | 0.87277    | 0.99997    | ALIVE !!!
119.6110   | 0.87284    | 0.99996    | ALIVE !!!
119.6210   | 0.87292    | 0.99989    | ALIVE !!!
119.6310   | 0.87299    | 0.99988    | ALIVE !!!
119.6410   | 0.87306    | 0.99994    | ALIVE !!!
119.6510   | 0.87314    | 0.99996    | ALIVE !!!
119.6610   | 0.87321    | 0.99994    | ALIVE !!!
119.6710   | 0.87328    | 0.99986    | ALIVE !!!
119.6810   | 0.87335    | 0.99998    | ALIVE !!!
119.6910   | 0.87343    | 0.99988    | ALIVE !!!
119.7010   | 0.87350    | 0.99989    | ALIVE !!!
119.7110   | 0.87357    | 0.99941    | ALIVE !!!
119.7210   | 0.87365    | 0.99979    | ALIVE !!!
119.7310   | 0.87372    | 0.99994    | ALIVE !!!
119.7410   | 0.87379    | 0.99893    | ALIVE !!!
119.7510   | 0.87387    | 0.99997    | ALIVE !!!
119.7610   | 0.87394    | 0.99983    | ALIVE !!!
119.7710   | 0.87401    | 0.99983    | ALIVE !!!
119.7810   | 0.87408    | 0.99994    | ALIVE !!!
119.7910   | 0.87416    | 0.99969    | ALIVE !!!
119.8010   | 0.87423    | 0.99961    | ALIVE !!!
119.8110   | 0.87430    | 0.99996    | ALIVE !!!
119.8210   | 0.87438    | 0.99999    | ALIVE !!!
119.8310   | 0.87445    | 0.99976    | ALIVE !!!
119.8410   | 0.87452    | 0.99990    | ALIVE !!!
119.8510   | 0.87459    | 0.99990    | ALIVE !!!
119.8610   | 0.87467    | 0.99996    | ALIVE !!!
119.8710   | 0.87474    | 0.99965    | ALIVE !!!
119.8810   | 0.87481    | 0.99998    | ALIVE !!!
119.8910   | 0.87489    | 0.99999    | ALIVE !!!
119.9010   | 0.87496    | 0.99988    | ALIVE !!!
119.9110   | 0.87503    | 0.99995    | ALIVE !!!
119.9210   | 0.87511    | 0.99997    | ALIVE !!!
119.9310   | 0.87518    | 0.99981    | ALIVE !!!
119.9410   | 0.87525    | 0.99985    | ALIVE !!!
119.9510   | 0.87532    | 0.99987    | ALIVE !!!
119.9610   | 0.87540    | 0.99998    | ALIVE !!!
119.9710   | 0.87547    | 0.99984    | ALIVE !!!
119.9810   | 0.87554    | 0.99999    | ALIVE !!!
119.9910   | 0.87562    | 0.99999    | ALIVE !!!
120.0010   | 0.87569    | 0.99991    | ALIVE !!!
120.0110   | 0.87576    | 0.99977    | ALIVE !!!
120.0210   | 0.87584    | 0.99982    | ALIVE !!!
120.0310   | 0.87591    | 0.99998    | ALIVE !!!
120.0410   | 0.87598    | 0.99993    | ALIVE !!!
120.0510   | 0.87605    | 0.99999    | ALIVE !!!
120.0610   | 0.87613    | 0.99998    | ALIVE !!!
120.0710   | 0.87620    | 0.99991    | ALIVE !!!
120.0810   | 0.87627    | 0.99991    | ALIVE !!!
120.0910   | 0.87635    | 0.99977    | ALIVE !!!
120.1010   | 0.87642    | 0.99998    | ALIVE !!!
120.1110   | 0.87649    | 0.99996    | ALIVE !!!
120.1210   | 0.87657    | 0.99998    | ALIVE !!!
120.1310   | 0.87664    | 0.99996    | ALIVE !!!
120.1410   | 0.87671    | 0.99978    | ALIVE !!!
120.1510   | 0.87678    | 0.99998    | ALIVE !!!
120.1610   | 0.87686    | 0.99994    | ALIVE !!!
120.1710   | 0.87693    | 0.99972    | ALIVE !!!
120.1810   | 0.87700    | 0.99962    | ALIVE !!!
120.1910   | 0.87708    | 0.99997    | ALIVE !!!
120.2010   | 0.87715    | 0.99985    | ALIVE !!!
120.2110   | 0.87722    | 0.99993    | ALIVE !!!
120.2210   | 0.87730    | 0.99989    | ALIVE !!!
120.2310   | 0.87737    | 0.99979    | ALIVE !!!
120.2410   | 0.87744    | 0.99992    | ALIVE !!!
120.2510   | 0.87751    | 0.99981    | ALIVE !!!
120.2610   | 0.87759    | 1.00000    | ALIVE !!!
120.2710   | 0.87766    | 0.99991    | ALIVE !!!
120.2810   | 0.87773    | 0.99993    | ALIVE !!!
120.2910   | 0.87781    | 0.99996    | ALIVE !!!
120.3010   | 0.87788    | 0.99998    | ALIVE !!!
120.3110   | 0.87795    | 0.99999    | ALIVE !!!
120.3210   | 0.87802    | 0.99999    | ALIVE !!!
120.3310   | 0.87810    | 0.99998    | ALIVE !!!
120.3410   | 0.87817    | 0.99996    | ALIVE !!!
120.3510   | 0.87824    | 0.99993    | ALIVE !!!
120.3610   | 0.87832    | 0.99994    | ALIVE !!!
120.3710   | 0.87839    | 0.99992    | ALIVE !!!
120.3810   | 0.87846    | 0.99997    | ALIVE !!!
120.3910   | 0.87854    | 0.99994    | ALIVE !!!
120.4010   | 0.87861    | 0.99985    | ALIVE !!!
120.4110   | 0.87868    | 0.99981    | ALIVE !!!
120.4210   | 0.87875    | 0.99997    | ALIVE !!!
120.4310   | 0.87883    | 0.99994    | ALIVE !!!
120.4410   | 0.87890    | 0.99990    | ALIVE !!!
120.4510   | 0.87897    | 0.99938    | ALIVE !!!
120.4610   | 0.87905    | 0.99999    | ALIVE !!!
120.4710   | 0.87912    | 0.99989    | ALIVE !!!
120.4810   | 0.87919    | 0.99984    | ALIVE !!!
120.4910   | 0.87927    | 0.99982    | ALIVE !!!
120.5010   | 0.87934    | 0.99995    | ALIVE !!!
120.5110   | 0.87941    | 0.99930    | ALIVE !!!
120.5210   | 0.87948    | 0.99984    | ALIVE !!!
120.5310   | 0.87956    | 0.99988    | ALIVE !!!
120.5410   | 0.87963    | 0.99998    | ALIVE !!!
120.5510   | 0.87970    | 0.99986    | ALIVE !!!
120.5610   | 0.87978    | 0.99989    | ALIVE !!!
120.5710   | 0.87985    | 0.99992    | ALIVE !!!
120.5810   | 0.87992    | 0.99992    | ALIVE !!!
120.5910   | 0.88000    | 0.99998    | ALIVE !!!
120.6010   | 0.88007    | 0.99908    | ALIVE !!!
120.6110   | 0.88014    | 0.99992    | ALIVE !!!
120.6210   | 0.88021    | 0.99997    | ALIVE !!!
120.6310   | 0.88029    | 1.00000    | ALIVE !!!
120.6410   | 0.88036    | 0.99984    | ALIVE !!!
120.6510   | 0.88043    | 0.99999    | ALIVE !!!
120.6610   | 0.88051    | 0.99996    | ALIVE !!!
120.6710   | 0.88058    | 0.99912    | ALIVE !!!
120.6810   | 0.88065    | 0.99992    | ALIVE !!!
120.6910   | 0.88073    | 0.99991    | ALIVE !!!
120.7010   | 0.88080    | 0.99987    | ALIVE !!!
120.7110   | 0.88087    | 0.99983    | ALIVE !!!
120.7210   | 0.88094    | 0.99983    | ALIVE !!!
120.7310   | 0.88102    | 0.99992    | ALIVE !!!
120.7410   | 0.88109    | 0.99995    | ALIVE !!!
120.7510   | 0.88116    | 0.99993    | ALIVE !!!
120.7610   | 0.88124    | 0.99983    | ALIVE !!!
120.7710   | 0.88131    | 0.99990    | ALIVE !!!
120.7810   | 0.88138    | 0.99995    | ALIVE !!!
120.7910   | 0.88145    | 0.98925    | ALIVE !!!
120.8010   | 0.88153    | 0.99658    | ALIVE !!!
120.8110   | 0.88160    | 0.99998    | ALIVE !!!
120.8210   | 0.88167    | 0.99979    | ALIVE !!!
120.8310   | 0.88175    | 0.99990    | ALIVE !!!
120.8410   | 0.88182    | 0.99985    | ALIVE !!!
120.8510   | 0.88189    | 0.99985    | ALIVE !!!
120.8610   | 0.88197    | 0.99996    | ALIVE !!!
120.8710   | 0.88204    | 0.99992    | ALIVE !!!
120.8810   | 0.88211    | 0.99988    | ALIVE !!!
120.8910   | 0.88218    | 0.99965    | ALIVE !!!
120.9010   | 0.88226    | 0.99991    | ALIVE !!!
120.9110   | 0.88233    | 0.99833    | ALIVE !!!
120.9210   | 0.88240    | 0.99988    | ALIVE !!!
120.9310   | 0.88248    | 1.00000    | ALIVE !!!
120.9410   | 0.88255    | 0.99982    | ALIVE !!!
120.9510   | 0.88262    | 0.99984    | ALIVE !!!
120.9610   | 0.88270    | 0.99982    | ALIVE !!!
120.9710   | 0.88277    | 0.99983    | ALIVE !!!
120.9810   | 0.88284    | 0.99989    | ALIVE !!!
120.9910   | 0.88291    | 0.99994    | ALIVE !!!
121.0011   | 0.88299    | 0.99424    | ALIVE !!!
121.0111   | 0.88306    | 1.00000    | ALIVE !!!
121.0211   | 0.88313    | 0.99994    | ALIVE !!!
121.0311   | 0.88321    | 0.99993    | ALIVE !!!
121.0411   | 0.88328    | 0.99992    | ALIVE !!!
121.0511   | 0.88335    | 0.99998    | ALIVE !!!
121.0611   | 0.88343    | 0.99993    | ALIVE !!!
121.0711   | 0.88350    | 0.99991    | ALIVE !!!
121.0811   | 0.88357    | 0.99995    | ALIVE !!!
121.0911   | 0.88364    | 0.99982    | ALIVE !!!
121.1011   | 0.88372    | 0.99997    | ALIVE !!!
121.1111   | 0.88379    | 0.99956    | ALIVE !!!
121.1211   | 0.88386    | 0.99997    | ALIVE !!!
121.1311   | 0.88394    | 0.99998    | ALIVE !!!
121.1411   | 0.88401    | 0.99996    | ALIVE !!!
121.1511   | 0.88408    | 0.99980    | ALIVE !!!
121.1611   | 0.88415    | 0.99989    | ALIVE !!!
121.1711   | 0.88423    | 0.99977    | ALIVE !!!
121.1811   | 0.88430    | 0.99995    | ALIVE !!!
121.1911   | 0.88437    | 1.00000    | ALIVE !!!
121.2011   | 0.88445    | 0.99992    | ALIVE !!!
121.2111   | 0.88452    | 0.99996    | ALIVE !!!
121.2211   | 0.88459    | 0.99982    | ALIVE !!!
121.2311   | 0.88467    | 1.00000    | ALIVE !!!
121.2411   | 0.88474    | 0.99845    | ALIVE !!!
121.2511   | 0.88481    | 0.99984    | ALIVE !!!
121.2611   | 0.88488    | 0.99990    | ALIVE !!!
121.2711   | 0.88496    | 0.99991    | ALIVE !!!
121.2811   | 0.88503    | 0.99998    | ALIVE !!!
121.2911   | 0.88510    | 0.99995    | ALIVE !!!
121.3011   | 0.88518    | 0.99982    | ALIVE !!!
121.3111   | 0.88525    | 0.99968    | ALIVE !!!
121.3211   | 0.88532    | 0.99980    | ALIVE !!!
121.3311   | 0.88540    | 0.99999    | ALIVE !!!
121.3411   | 0.88547    | 0.99999    | ALIVE !!!
121.3511   | 0.88554    | 0.99924    | ALIVE !!!
121.3611   | 0.88561    | 0.99995    | ALIVE !!!
121.3711   | 0.88569    | 0.99998    | ALIVE !!!
121.3811   | 0.88576    | 0.99990    | ALIVE !!!
121.3911   | 0.88583    | 0.99999    | ALIVE !!!
121.4011   | 0.88591    | 0.99991    | ALIVE !!!
121.4111   | 0.88598    | 0.99987    | ALIVE !!!
121.4211   | 0.88605    | 0.99991    | ALIVE !!!
121.4311   | 0.88613    | 0.99954    | ALIVE !!!
121.4411   | 0.88620    | 0.99996    | ALIVE !!!
121.4511   | 0.88627    | 0.99992    | ALIVE !!!
121.4611   | 0.88634    | 0.99999    | ALIVE !!!
121.4711   | 0.88642    | 0.99996    | ALIVE !!!
121.4811   | 0.88649    | 0.99997    | ALIVE !!!
121.4911   | 0.88656    | 0.99913    | ALIVE !!!
121.5011   | 0.88664    | 0.99858    | ALIVE !!!
121.5111   | 0.88671    | 0.99855    | ALIVE !!!
121.5211   | 0.88678    | 0.99884    | ALIVE !!!
121.5311   | 0.88686    | 0.99836    | ALIVE !!!
121.5411   | 0.88693    | 0.99912    | ALIVE !!!
121.5511   | 0.88700    | 0.99992    | ALIVE !!!
121.5611   | 0.88707    | 0.99978    | ALIVE !!!
121.5711   | 0.88715    | 0.99999    | ALIVE !!!
121.5811   | 0.88722    | 0.99983    | ALIVE !!!
121.5911   | 0.88729    | 0.99989    | ALIVE !!!
121.6011   | 0.88737    | 0.99991    | ALIVE !!!
121.6111   | 0.88744    | 0.99994    | ALIVE !!!
121.6211   | 0.88751    | 0.99994    | ALIVE !!!
121.6311   | 0.88758    | 0.99968    | ALIVE !!!
121.6411   | 0.88766    | 0.99991    | ALIVE !!!
121.6511   | 0.88773    | 0.99994    | ALIVE !!!
121.6611   | 0.88780    | 0.99982    | ALIVE !!!
121.6711   | 0.88788    | 0.99989    | ALIVE !!!
121.6811   | 0.88795    | 0.99988    | ALIVE !!!
121.6911   | 0.88802    | 0.99988    | ALIVE !!!
121.7011   | 0.88810    | 0.99993    | ALIVE !!!
121.7111   | 0.88817    | 0.99979    | ALIVE !!!
121.7211   | 0.88824    | 0.99983    | ALIVE !!!
121.7311   | 0.88831    | 0.99943    | ALIVE !!!
121.7411   | 0.88839    | 0.99991    | ALIVE !!!
121.7511   | 0.88846    | 0.99988    | ALIVE !!!
121.7611   | 0.88853    | 0.99975    | ALIVE !!!
121.7711   | 0.88861    | 0.99970    | ALIVE !!!
121.7811   | 0.88868    | 0.99996    | ALIVE !!!
121.7911   | 0.88875    | 0.99988    | ALIVE !!!
121.8011   | 0.88883    | 0.99979    | ALIVE !!!
121.8111   | 0.88890    | 0.99999    | ALIVE !!!
121.8211   | 0.88897    | 0.99999    | ALIVE !!!
121.8311   | 0.88904    | 0.99991    | ALIVE !!!
121.8411   | 0.88912    | 0.99996    | ALIVE !!!
121.8511   | 0.88919    | 0.99999    | ALIVE !!!
121.8611   | 0.88926    | 0.99991    | ALIVE !!!
121.8711   | 0.88934    | 0.99710    | ALIVE !!!
121.8811   | 0.88941    | 0.99992    | ALIVE !!!
121.8911   | 0.88948    | 0.99984    | ALIVE !!!
121.9011   | 0.88956    | 1.00000    | ALIVE !!!
121.9111   | 0.88963    | 0.99979    | ALIVE !!!
121.9211   | 0.88970    | 0.99996    | ALIVE !!!
121.9311   | 0.88977    | 0.99981    | ALIVE !!!
121.9411   | 0.88985    | 0.99971    | ALIVE !!!
121.9511   | 0.88992    | 0.99985    | ALIVE !!!
121.9611   | 0.88999    | 0.99967    | ALIVE !!!
121.9711   | 0.89007    | 0.99956    | ALIVE !!!
121.9811   | 0.89014    | 0.99991    | ALIVE !!!
121.9911   | 0.89021    | 0.99996    | ALIVE !!!
122.0011   | 0.89029    | 0.99992    | ALIVE !!!
122.0111   | 0.89036    | 0.99986    | ALIVE !!!
122.0211   | 0.89043    | 0.99977    | ALIVE !!!
122.0311   | 0.89050    | 0.99940    | ALIVE !!!
122.0411   | 0.89058    | 1.00000    | ALIVE !!!
122.0511   | 0.89065    | 0.99970    | ALIVE !!!
122.0611   | 0.89072    | 0.99997    | ALIVE !!!
122.0711   | 0.89080    | 0.99998    | ALIVE !!!
122.0811   | 0.89087    | 0.99988    | ALIVE !!!
122.0911   | 0.89094    | 0.99999    | ALIVE !!!
122.1011   | 0.89101    | 0.99999    | ALIVE !!!
122.1111   | 0.89109    | 1.00000    | ALIVE !!!
122.1211   | 0.89116    | 0.99746    | ALIVE !!!
122.1311   | 0.89123    | 0.99949    | ALIVE !!!
122.1411   | 0.89131    | 0.99988    | ALIVE !!!
122.1511   | 0.89138    | 0.99991    | ALIVE !!!
122.1611   | 0.89145    | 1.00000    | ALIVE !!!
122.1711   | 0.89153    | 0.99987    | ALIVE !!!
122.1811   | 0.89160    | 0.99943    | ALIVE !!!
122.1911   | 0.89167    | 0.99999    | ALIVE !!!
122.2011   | 0.89174    | 0.99999    | ALIVE !!!
122.2111   | 0.89182    | 0.99995    | ALIVE !!!
122.2211   | 0.89189    | 0.99970    | ALIVE !!!
122.2311   | 0.89196    | 0.99985    | ALIVE !!!
122.2411   | 0.89204    | 0.99990    | ALIVE !!!
122.2511   | 0.89211    | 0.99997    | ALIVE !!!
122.2611   | 0.89218    | 0.99995    | ALIVE !!!
122.2711   | 0.89226    | 0.99972    | ALIVE !!!
122.2811   | 0.89233    | 0.99991    | ALIVE !!!
122.2911   | 0.89240    | 0.99989    | ALIVE !!!
122.3011   | 0.89247    | 0.99986    | ALIVE !!!
122.3111   | 0.89255    | 0.99996    | ALIVE !!!
122.3211   | 0.89262    | 0.99943    | ALIVE !!!
122.3311   | 0.89269    | 0.99982    | ALIVE !!!
122.3411   | 0.89277    | 0.99952    | ALIVE !!!
122.3511   | 0.89284    | 0.99989    | ALIVE !!!
122.3611   | 0.89291    | 0.99927    | ALIVE !!!
122.3711   | 0.89299    | 0.99984    | ALIVE !!!
122.3811   | 0.89306    | 0.99999    | ALIVE !!!
122.3911   | 0.89313    | 0.99996    | ALIVE !!!
122.4011   | 0.89320    | 0.99999    | ALIVE !!!
122.4111   | 0.89328    | 0.99984    | ALIVE !!!
122.4211   | 0.89335    | 0.99992    | ALIVE !!!
122.4311   | 0.89342    | 0.99992    | ALIVE !!!
122.4411   | 0.89350    | 0.99999    | ALIVE !!!
122.4511   | 0.89357    | 0.99928    | ALIVE !!!
122.4611   | 0.89364    | 0.99969    | ALIVE !!!
122.4711   | 0.89371    | 0.99987    | ALIVE !!!
122.4811   | 0.89379    | 0.99991    | ALIVE !!!
122.4911   | 0.89386    | 0.99994    | ALIVE !!!
122.5011   | 0.89393    | 0.99981    | ALIVE !!!
122.5111   | 0.89401    | 0.99998    | ALIVE !!!
122.5211   | 0.89408    | 0.99997    | ALIVE !!!
122.5311   | 0.89415    | 0.99996    | ALIVE !!!
122.5411   | 0.89423    | 0.99995    | ALIVE !!!
122.5511   | 0.89430    | 0.99994    | ALIVE !!!
122.5611   | 0.89437    | 0.99999    | ALIVE !!!
122.5711   | 0.89444    | 0.99973    | ALIVE !!!
122.5811   | 0.89452    | 0.99976    | ALIVE !!!
122.5911   | 0.89459    | 0.99985    | ALIVE !!!
122.6011   | 0.89466    | 0.99987    | ALIVE !!!
122.6111   | 0.89474    | 0.99908    | ALIVE !!!
122.6211   | 0.89481    | 0.99953    | ALIVE !!!
122.6311   | 0.89488    | 0.99966    | ALIVE !!!
122.6411   | 0.89496    | 0.99999    | ALIVE !!!
122.6511   | 0.89503    | 0.99997    | ALIVE !!!
122.6611   | 0.89510    | 0.99982    | ALIVE !!!
122.6711   | 0.89517    | 0.99899    | ALIVE !!!
122.6811   | 0.89525    | 0.99998    | ALIVE !!!
122.6911   | 0.89532    | 0.99984    | ALIVE !!!
122.7011   | 0.89539    | 0.99994    | ALIVE !!!
122.7111   | 0.89547    | 0.99982    | ALIVE !!!
122.7211   | 0.89554    | 0.99976    | ALIVE !!!
122.7311   | 0.89561    | 0.99979    | ALIVE !!!
122.7411   | 0.89569    | 0.99998    | ALIVE !!!
122.7511   | 0.89576    | 0.99986    | ALIVE !!!
122.7611   | 0.89583    | 0.99991    | ALIVE !!!
122.7711   | 0.89590    | 0.99969    | ALIVE !!!
122.7811   | 0.89598    | 0.99987    | ALIVE !!!
122.7911   | 0.89605    | 0.99984    | ALIVE !!!
122.8011   | 0.89612    | 0.99999    | ALIVE !!!
122.8111   | 0.89620    | 0.99997    | ALIVE !!!
122.8211   | 0.89627    | 0.96844    | ALIVE !!!
122.8311   | 0.89634    | 0.99996    | ALIVE !!!
122.8411   | 0.89642    | 0.99992    | ALIVE !!!
122.8511   | 0.89649    | 0.99996    | ALIVE !!!
122.8611   | 0.89656    | 0.99985    | ALIVE !!!
122.8711   | 0.89663    | 0.99995    | ALIVE !!!
122.8811   | 0.89671    | 0.99990    | ALIVE !!!
122.8911   | 0.89678    | 0.99993    | ALIVE !!!
122.9011   | 0.89685    | 0.99990    | ALIVE !!!
122.9111   | 0.89693    | 0.99994    | ALIVE !!!
122.9211   | 0.89700    | 0.99981    | ALIVE !!!
122.9311   | 0.89707    | 0.99982    | ALIVE !!!
122.9411   | 0.89714    | 0.99997    | ALIVE !!!
122.9511   | 0.89722    | 0.99985    | ALIVE !!!
122.9611   | 0.89729    | 0.99999    | ALIVE !!!
122.9711   | 0.89736    | 0.99947    | ALIVE !!!
122.9811   | 0.89744    | 0.99978    | ALIVE !!!
122.9911   | 0.89751    | 0.99996    | ALIVE !!!
123.0012   | 0.89758    | 0.99997    | ALIVE !!!
123.0112   | 0.89766    | 0.99938    | ALIVE !!!
123.0212   | 0.89773    | 0.99997    | ALIVE !!!
123.0312   | 0.89780    | 0.99998    | ALIVE !!!
123.0412   | 0.89787    | 0.99963    | ALIVE !!!
123.0512   | 0.89795    | 0.99996    | ALIVE !!!
123.0612   | 0.89802    | 0.99980    | ALIVE !!!
123.0712   | 0.89809    | 0.99995    | ALIVE !!!
123.0812   | 0.89817    | 0.99990    | ALIVE !!!
123.0912   | 0.89824    | 0.99942    | ALIVE !!!
123.1012   | 0.89831    | 0.99974    | ALIVE !!!
123.1112   | 0.89839    | 0.99960    | ALIVE !!!
123.1212   | 0.89846    | 0.99957    | ALIVE !!!
123.1312   | 0.89853    | 0.99992    | ALIVE !!!
123.1412   | 0.89860    | 0.99987    | ALIVE !!!
123.1512   | 0.89868    | 0.99992    | ALIVE !!!
123.1612   | 0.89875    | 0.99996    | ALIVE !!!
123.1712   | 0.89882    | 0.99993    | ALIVE !!!
123.1812   | 0.89890    | 0.99998    | ALIVE !!!
123.1912   | 0.89897    | 0.99984    | ALIVE !!!
123.2012   | 0.89904    | 0.99985    | ALIVE !!!
123.2112   | 0.89912    | 0.99982    | ALIVE !!!
123.2212   | 0.89919    | 0.99990    | ALIVE !!!
123.2312   | 0.89926    | 0.99986    | ALIVE !!!
123.2412   | 0.89933    | 0.99956    | ALIVE !!!
123.2512   | 0.89941    | 0.99958    | ALIVE !!!
123.2612   | 0.89948    | 0.99994    | ALIVE !!!
123.2712   | 0.89955    | 0.99987    | ALIVE !!!
